tbl_PhysicalSites.PhysicalSiteID,OrganisationID,PostCode,ActualSalesId,tbl_ActualSales.PhysicalSiteID,WorkDate,Type,ActualSalesValue
1982,250,SK3 8TE,36640189,1982,01-Mar-21,Food,263.45
1982,250,SK3 8TE,36640190,1982,01-Mar-21,Drink,410.54
1982,250,SK3 8TE,36640191,1982,01-Mar-21,Accommodation,0
1093,4,HG3 1BQ,36641257,1093,01-Mar-21,Food,0
1093,4,HG3 1BQ,36641258,1093,01-Mar-21,Drink,24.58
1093,4,HG3 1BQ,36641259,1093,01-Mar-21,Accommodation,0
1839,297,CV32 6QP,36641299,1839,01-Mar-21,Food,2047.38
1839,297,CV32 6QP,36641300,1839,01-Mar-21,Drink,127.84
1839,297,CV32 6QP,36641301,1839,01-Mar-21,Accommodation,0
2440,404,L1 4AR,36641684,2440,01-Mar-21,Accommodation,0
2440,404,L1 4AR,36641685,2440,01-Mar-21,Drink,0
2440,404,L1 4AR,36641686,2440,01-Mar-21,Food,0
2440,404,L1 4AR,36641687,2440,02-Mar-21,Accommodation,0
2440,404,L1 4AR,36641688,2440,02-Mar-21,Drink,0
2440,404,L1 4AR,36641689,2440,02-Mar-21,Food,0
2440,404,L1 4AR,36641690,2440,03-Mar-21,Accommodation,0
2440,404,L1 4AR,36641691,2440,03-Mar-21,Drink,0
2440,404,L1 4AR,36641692,2440,03-Mar-21,Food,0
2440,404,L1 4AR,36641693,2440,04-Mar-21,Accommodation,0
2440,404,L1 4AR,36641694,2440,04-Mar-21,Drink,0
2440,404,L1 4AR,36641695,2440,04-Mar-21,Food,0
2440,404,L1 4AR,36641696,2440,05-Mar-21,Accommodation,0
2440,404,L1 4AR,36641697,2440,05-Mar-21,Drink,0
2440,404,L1 4AR,36641698,2440,05-Mar-21,Food,0
2440,404,L1 4AR,36641699,2440,06-Mar-21,Accommodation,0
2440,404,L1 4AR,36641700,2440,06-Mar-21,Drink,0
2440,404,L1 4AR,36641701,2440,06-Mar-21,Food,0
2440,404,L1 4AR,36641702,2440,07-Mar-21,Accommodation,0
2440,404,L1 4AR,36641703,2440,07-Mar-21,Drink,0
2440,404,L1 4AR,36641704,2440,07-Mar-21,Food,0
241,4,LS17 0DJ,36643304,241,02-Mar-21,Food,0
241,4,LS17 0DJ,36643305,241,02-Mar-21,Drink,5
241,4,LS17 0DJ,36643306,241,02-Mar-21,Accommodation,0
2305,380,SW3 5UZ,36644306,2305,02-Mar-21,Food,5480.41
2305,380,SW3 5UZ,36644307,2305,02-Mar-21,Drink,0
2305,380,SW3 5UZ,36644308,2305,02-Mar-21,Accommodation,0
2490,380,SE1 1LB,36644366,2490,02-Mar-21,Food,3663.64
2490,380,SE1 1LB,36644367,2490,02-Mar-21,Drink,0
2490,380,SE1 1LB,36644368,2490,02-Mar-21,Accommodation,0
2306,380,W2 4UL,36644417,2306,02-Mar-21,Food,6809.76
2306,380,W2 4UL,36644418,2306,02-Mar-21,Drink,0
2306,380,W2 4UL,36644419,2306,02-Mar-21,Accommodation,0
1589,250,SK2 6DG,36647252,1589,02-Mar-21,Food,245.24
1589,250,SK2 6DG,36647253,1589,02-Mar-21,Drink,182.8
1589,250,SK2 6DG,36647254,1589,02-Mar-21,Accommodation,0
1982,250,SK3 8TE,36647255,1982,02-Mar-21,Food,226.49
1982,250,SK3 8TE,36647256,1982,02-Mar-21,Drink,363.91
1982,250,SK3 8TE,36647257,1982,02-Mar-21,Accommodation,0
1093,4,HG3 1BQ,36648296,1093,02-Mar-21,Food,0
1093,4,HG3 1BQ,36648297,1093,02-Mar-21,Drink,27.08
1093,4,HG3 1BQ,36648298,1093,02-Mar-21,Accommodation,0
1839,297,CV32 6QP,36648338,1839,02-Mar-21,Food,2540.57
1839,297,CV32 6QP,36648339,1839,02-Mar-21,Drink,145.95
1839,297,CV32 6QP,36648340,1839,02-Mar-21,Accommodation,0
241,4,LS17 0DJ,36650705,241,03-Mar-21,Food,0
241,4,LS17 0DJ,36650706,241,03-Mar-21,Drink,64.17
241,4,LS17 0DJ,36650707,241,03-Mar-21,Accommodation,0
2305,380,SW3 5UZ,36651653,2305,03-Mar-21,Food,5365.92
2305,380,SW3 5UZ,36651654,2305,03-Mar-21,Drink,0
2305,380,SW3 5UZ,36651655,2305,03-Mar-21,Accommodation,0
2490,380,SE1 1LB,36651710,2490,03-Mar-21,Food,3182.9
2490,380,SE1 1LB,36651711,2490,03-Mar-21,Drink,0
2490,380,SE1 1LB,36651712,2490,03-Mar-21,Accommodation,0
2306,380,W2 4UL,36651758,2306,03-Mar-21,Food,6481.43
2306,380,W2 4UL,36651759,2306,03-Mar-21,Drink,0
2306,380,W2 4UL,36651760,2306,03-Mar-21,Accommodation,0
1894,313,S11 8NX,36653792,1894,03-Mar-21,Food,213.36
1894,313,S11 8NX,36653793,1894,03-Mar-21,Drink,0
1894,313,S11 8NX,36653794,1894,03-Mar-21,Accommodation,0
1895,314,LE11 1UA,36653795,1895,03-Mar-21,Food,60.09
1895,314,LE11 1UA,36653796,1895,03-Mar-21,Drink,0
1895,314,LE11 1UA,36653797,1895,03-Mar-21,Accommodation,0
1589,250,SK2 6DG,36654596,1589,03-Mar-21,Food,278.28
1589,250,SK2 6DG,36654597,1589,03-Mar-21,Drink,218.59
1589,250,SK2 6DG,36654598,1589,03-Mar-21,Accommodation,0
1982,250,SK3 8TE,36654599,1982,03-Mar-21,Food,244.29
1982,250,SK3 8TE,36654600,1982,03-Mar-21,Drink,460.72
1982,250,SK3 8TE,36654601,1982,03-Mar-21,Accommodation,0
1626,256,MK3 5JB,36655652,1626,03-Mar-21,Food,46.29
1626,256,MK3 5JB,36655653,1626,03-Mar-21,Drink,0
1626,256,MK3 5JB,36655654,1626,03-Mar-21,Accommodation,0
1093,4,HG3 1BQ,36655655,1093,03-Mar-21,Food,0
1093,4,HG3 1BQ,36655656,1093,03-Mar-21,Drink,39.17
1093,4,HG3 1BQ,36655657,1093,03-Mar-21,Accommodation,0
1163,201,LS1 4JJ,36655661,1163,03-Mar-21,Food,468.56
1163,201,LS1 4JJ,36655662,1163,03-Mar-21,Drink,11.94
1163,201,LS1 4JJ,36655663,1163,03-Mar-21,Accommodation,0
395,85,G65 0SP,36655703,395,03-Mar-21,Food,433.81
395,85,G65 0SP,36655704,395,03-Mar-21,Drink,0
395,85,G65 0SP,36655705,395,03-Mar-21,Accommodation,0
1839,297,CV32 6QP,36655709,1839,03-Mar-21,Food,3031.57
1839,297,CV32 6QP,36655710,1839,03-Mar-21,Drink,223.3
1839,297,CV32 6QP,36655711,1839,03-Mar-21,Accommodation,0
1992,329,SW15 2NA,36655715,1992,03-Mar-21,Food,685.62
1992,329,SW15 2NA,36655716,1992,03-Mar-21,Drink,0
1992,329,SW15 2NA,36655717,1992,03-Mar-21,Accommodation,0
241,4,LS17 0DJ,36658440,241,04-Mar-21,Food,87.5
241,4,LS17 0DJ,36658441,241,04-Mar-21,Drink,0
241,4,LS17 0DJ,36658442,241,04-Mar-21,Accommodation,0
2305,380,SW3 5UZ,36659475,2305,04-Mar-21,Food,5504.94
2305,380,SW3 5UZ,36659476,2305,04-Mar-21,Drink,0
2305,380,SW3 5UZ,36659477,2305,04-Mar-21,Accommodation,0
2490,380,SE1 1LB,36659553,2490,04-Mar-21,Food,4553.31
2490,380,SE1 1LB,36659554,2490,04-Mar-21,Drink,0
2490,380,SE1 1LB,36659555,2490,04-Mar-21,Accommodation,0
2306,380,W2 4UL,36659610,2306,04-Mar-21,Food,8116.56
2306,380,W2 4UL,36659611,2306,04-Mar-21,Drink,0
2306,380,W2 4UL,36659612,2306,04-Mar-21,Accommodation,0
1894,313,S11 8NX,36661494,1894,04-Mar-21,Food,339.11
1894,313,S11 8NX,36661495,1894,04-Mar-21,Drink,0
1894,313,S11 8NX,36661496,1894,04-Mar-21,Accommodation,0
1895,314,LE11 1UA,36661497,1895,04-Mar-21,Food,114.58
1895,314,LE11 1UA,36661498,1895,04-Mar-21,Drink,0
1895,314,LE11 1UA,36661499,1895,04-Mar-21,Accommodation,0
1589,250,SK2 6DG,36662319,1589,04-Mar-21,Food,241.18
1589,250,SK2 6DG,36662320,1589,04-Mar-21,Drink,185.51
1589,250,SK2 6DG,36662321,1589,04-Mar-21,Accommodation,0
1982,250,SK3 8TE,36662322,1982,04-Mar-21,Food,193.82
1982,250,SK3 8TE,36662323,1982,04-Mar-21,Drink,354.19
1982,250,SK3 8TE,36662324,1982,04-Mar-21,Accommodation,0
1625,256,LU7 2NN,36663363,1625,04-Mar-21,Food,406.1
1625,256,LU7 2NN,36663364,1625,04-Mar-21,Drink,0
1625,256,LU7 2NN,36663365,1625,04-Mar-21,Accommodation,0
1627,256,HP3 8PR,36663366,1627,04-Mar-21,Food,669.7
1627,256,HP3 8PR,36663367,1627,04-Mar-21,Drink,0
1627,256,HP3 8PR,36663368,1627,04-Mar-21,Accommodation,0
1626,256,MK3 5JB,36663369,1626,04-Mar-21,Food,317.25
1626,256,MK3 5JB,36663370,1626,04-Mar-21,Drink,0
1626,256,MK3 5JB,36663371,1626,04-Mar-21,Accommodation,0
1163,201,LS1 4JJ,36663375,1163,04-Mar-21,Food,174.55
1163,201,LS1 4JJ,36663376,1163,04-Mar-21,Drink,0
1163,201,LS1 4JJ,36663377,1163,04-Mar-21,Accommodation,0
1424,237,BS30 5JP,36663441,1424,04-Mar-21,Food,212.2
1424,237,BS30 5JP,36663442,1424,04-Mar-21,Drink,0
1424,237,BS30 5JP,36663443,1424,04-Mar-21,Accommodation,0
395,85,G65 0SP,36663447,395,04-Mar-21,Food,441.52
395,85,G65 0SP,36663448,395,04-Mar-21,Drink,0
395,85,G65 0SP,36663449,395,04-Mar-21,Accommodation,0
1839,297,CV32 6QP,36663453,1839,04-Mar-21,Food,2605.81
1839,297,CV32 6QP,36663454,1839,04-Mar-21,Drink,104.62
1839,297,CV32 6QP,36663455,1839,04-Mar-21,Accommodation,0
1992,329,SW15 2NA,36663459,1992,04-Mar-21,Food,624.07
1992,329,SW15 2NA,36663460,1992,04-Mar-21,Drink,0
1992,329,SW15 2NA,36663461,1992,04-Mar-21,Accommodation,0
241,4,LS17 0DJ,36666752,241,05-Mar-21,Food,322.92
241,4,LS17 0DJ,36666753,241,05-Mar-21,Drink,2.5
241,4,LS17 0DJ,36666754,241,05-Mar-21,Accommodation,0
493,89,TN3 0JA,36666815,493,05-Mar-21,Food,492.35
493,89,TN3 0JA,36666816,493,05-Mar-21,Drink,0
493,89,TN3 0JA,36666817,493,05-Mar-21,Accommodation,0
496,89,CW6 9PH,36666863,496,05-Mar-21,Food,932.7
496,89,CW6 9PH,36666864,496,05-Mar-21,Drink,0
496,89,CW6 9PH,36666865,496,05-Mar-21,Accommodation,0
497,89,CH7 6LR,36666890,497,05-Mar-21,Food,888.27
497,89,CH7 6LR,36666891,497,05-Mar-21,Drink,14.96
497,89,CH7 6LR,36666892,497,05-Mar-21,Accommodation,0
498,89,LL13 0DR,36666920,498,05-Mar-21,Food,579.85
498,89,LL13 0DR,36666921,498,05-Mar-21,Drink,0
498,89,LL13 0DR,36666922,498,05-Mar-21,Accommodation,0
500,89,LL29 6DD,36666953,500,05-Mar-21,Food,535.82
500,89,LL29 6DD,36666954,500,05-Mar-21,Drink,0
500,89,LL29 6DD,36666955,500,05-Mar-21,Accommodation,0
503,89,CW3 9BJ,36667000,503,05-Mar-21,Food,742.63
503,89,CW3 9BJ,36667002,503,05-Mar-21,Drink,0
503,89,CW3 9BJ,36667003,503,05-Mar-21,Accommodation,0
508,89,OX13 5PX,36667058,508,05-Mar-21,Food,144.47
508,89,OX13 5PX,36667060,508,05-Mar-21,Drink,0
508,89,OX13 5PX,36667062,508,05-Mar-21,Accommodation,0
610,89,LL12 8TY,36667310,610,05-Mar-21,Food,819
610,89,LL12 8TY,36667311,610,05-Mar-21,Drink,0
610,89,LL12 8TY,36667312,610,05-Mar-21,Accommodation,0
612,89,CH64 7TL,36667343,612,05-Mar-21,Food,741.17
612,89,CH64 7TL,36667344,612,05-Mar-21,Drink,0
612,89,CH64 7TL,36667345,612,05-Mar-21,Accommodation,0
649,89,CW10 9JP,36667367,649,05-Mar-21,Food,624.73
649,89,CW10 9JP,36667368,649,05-Mar-21,Drink,0
649,89,CW10 9JP,36667369,649,05-Mar-21,Accommodation,0
1200,89,LL16 4DA,36667460,1200,05-Mar-21,Food,153.42
1200,89,LL16 4DA,36667461,1200,05-Mar-21,Drink,0
1200,89,LL16 4DA,36667462,1200,05-Mar-21,Accommodation,0
1414,89,RH8 9PE,36667484,1414,05-Mar-21,Food,502.4
1414,89,RH8 9PE,36667485,1414,05-Mar-21,Drink,0
1414,89,RH8 9PE,36667486,1414,05-Mar-21,Accommodation,0
1642,89,CW6 0RZ,36667514,1642,05-Mar-21,Food,706.81
1642,89,CW6 0RZ,36667515,1642,05-Mar-21,Drink,0
1642,89,CW6 0RZ,36667516,1642,05-Mar-21,Accommodation,0
1715,89,LA6 2RJ,36667541,1715,05-Mar-21,Food,509.56
1715,89,LA6 2RJ,36667542,1715,05-Mar-21,Drink,0
1715,89,LA6 2RJ,36667543,1715,05-Mar-21,Accommodation,0
1826,89,RH5 5RZ,36667598,1826,05-Mar-21,Food,448.99
1826,89,RH5 5RZ,36667599,1826,05-Mar-21,Drink,1.88
1826,89,RH5 5RZ,36667600,1826,05-Mar-21,Accommodation,0
2001,89,DY7 5QJ,36667661,2001,05-Mar-21,Food,842.55
2001,89,DY7 5QJ,36667662,2001,05-Mar-21,Drink,0
2001,89,DY7 5QJ,36667663,2001,05-Mar-21,Accommodation,0
2336,89,CV37 8NY,36667694,2336,05-Mar-21,Food,0
2336,89,CV37 8NY,36667695,2336,05-Mar-21,Drink,0
2336,89,CV37 8NY,36667696,2336,05-Mar-21,Accommodation,0
2305,380,SW3 5UZ,36667718,2305,05-Mar-21,Food,7251.76
2305,380,SW3 5UZ,36667719,2305,05-Mar-21,Drink,0
2305,380,SW3 5UZ,36667720,2305,05-Mar-21,Accommodation,0
2490,380,SE1 1LB,36667808,2490,05-Mar-21,Food,7447.39
2490,380,SE1 1LB,36667809,2490,05-Mar-21,Drink,0
2490,380,SE1 1LB,36667810,2490,05-Mar-21,Accommodation,0
2306,380,W2 4UL,36667877,2306,05-Mar-21,Food,11228.43
2306,380,W2 4UL,36667878,2306,05-Mar-21,Drink,0
2306,380,W2 4UL,36667879,2306,05-Mar-21,Accommodation,0
1894,313,S11 8NX,36669896,1894,05-Mar-21,Food,632.98
1894,313,S11 8NX,36669897,1894,05-Mar-21,Drink,0
1894,313,S11 8NX,36669898,1894,05-Mar-21,Accommodation,0
1895,314,LE11 1UA,36669899,1895,05-Mar-21,Food,248.55
1895,314,LE11 1UA,36669900,1895,05-Mar-21,Drink,0
1895,314,LE11 1UA,36669901,1895,05-Mar-21,Accommodation,0
1595,251,HP23 6AA,36670340,1595,01-Mar-21,Food,0
1595,251,HP23 6AA,36670341,1595,01-Mar-21,Drink,0
1595,251,HP23 6AA,36670342,1595,01-Mar-21,Accommodation,0
1596,251,HP18 0QJ,36670355,1596,01-Mar-21,Food,0
1596,251,HP18 0QJ,36670356,1596,01-Mar-21,Drink,0
1596,251,HP18 0QJ,36670357,1596,01-Mar-21,Accommodation,0
1601,251,SS5 6ND,36670370,1601,01-Mar-21,Food,0
1601,251,SS5 6ND,36670371,1601,01-Mar-21,Drink,0
1601,251,SS5 6ND,36670372,1601,01-Mar-21,Accommodation,0
1611,251,SG8 7BZ,36670385,1611,01-Mar-21,Food,0
1611,251,SG8 7BZ,36670386,1611,01-Mar-21,Drink,0
1611,251,SG8 7BZ,36670387,1611,01-Mar-21,Accommodation,0
1602,251,HP6 5BW,36670400,1602,01-Mar-21,Food,0
1602,251,HP6 5BW,36670401,1602,01-Mar-21,Drink,0
1602,251,HP6 5BW,36670402,1602,01-Mar-21,Accommodation,0
1603,251,HP9 2PN,36670415,1603,01-Mar-21,Food,0
1603,251,HP9 2PN,36670416,1603,01-Mar-21,Drink,0
1603,251,HP9 2PN,36670417,1603,01-Mar-21,Accommodation,0
1598,251,B91 3DA,36670430,1598,01-Mar-21,Food,0
1598,251,B91 3DA,36670431,1598,01-Mar-21,Drink,0
1598,251,B91 3DA,36670432,1598,01-Mar-21,Accommodation,0
1604,251,AL1 3EG,36670445,1604,01-Mar-21,Food,0
1604,251,AL1 3EG,36670446,1604,01-Mar-21,Drink,0
1604,251,AL1 3EG,36670447,1604,01-Mar-21,Accommodation,0
1605,251,MK17 0SH,36670460,1605,01-Mar-21,Food,0
1605,251,MK17 0SH,36670461,1605,01-Mar-21,Drink,0
1605,251,MK17 0SH,36670462,1605,01-Mar-21,Accommodation,0
1609,251,OX28 6BH,36670475,1609,01-Mar-21,Food,0
1609,251,OX28 6BH,36670476,1609,01-Mar-21,Drink,0
1609,251,OX28 6BH,36670477,1609,01-Mar-21,Accommodation,0
1610,251,OX14 3HS,36670490,1610,01-Mar-21,Food,0
1610,251,OX14 3HS,36670491,1610,01-Mar-21,Drink,0
1610,251,OX14 3HS,36670492,1610,01-Mar-21,Accommodation,0
1599,251,CV37 8PW,36670505,1599,01-Mar-21,Food,0
1599,251,CV37 8PW,36670506,1599,01-Mar-21,Drink,0
1599,251,CV37 8PW,36670507,1599,01-Mar-21,Accommodation,0
1616,251,CV34 4DP,36670520,1616,01-Mar-21,Food,0
1616,251,CV34 4DP,36670521,1616,01-Mar-21,Drink,0
1616,251,CV34 4DP,36670522,1616,01-Mar-21,Accommodation,0
1612,251,HP4 3HL,36670535,1612,01-Mar-21,Food,0
1612,251,HP4 3HL,36670536,1612,01-Mar-21,Drink,0
1612,251,HP4 3HL,36670537,1612,01-Mar-21,Accommodation,0
1606,251,CM5 9JG,36670550,1606,01-Mar-21,Food,0
1606,251,CM5 9JG,36670551,1606,01-Mar-21,Drink,0
1606,251,CM5 9JG,36670552,1606,01-Mar-21,Accommodation,0
1607,251,MK19 7BE,36670565,1607,01-Mar-21,Food,0
1607,251,MK19 7BE,36670566,1607,01-Mar-21,Drink,0
1607,251,MK19 7BE,36670567,1607,01-Mar-21,Accommodation,0
1608,251,OX10 0AA,36670580,1608,01-Mar-21,Food,0
1608,251,OX10 0AA,36670581,1608,01-Mar-21,Drink,0
1608,251,OX10 0AA,36670582,1608,01-Mar-21,Accommodation,0
1618,251,HP1 3BD,36670595,1618,01-Mar-21,Food,0
1618,251,HP1 3BD,36670596,1618,01-Mar-21,Drink,0
1618,251,HP1 3BD,36670597,1618,01-Mar-21,Accommodation,0
1615,251,MK45 2NG,36670610,1615,01-Mar-21,Food,0
1615,251,MK45 2NG,36670611,1615,01-Mar-21,Drink,0
1615,251,MK45 2NG,36670612,1615,01-Mar-21,Accommodation,0
1597,251,MK46 4EB,36670625,1597,01-Mar-21,Food,0
1597,251,MK46 4EB,36670626,1597,01-Mar-21,Drink,0
1597,251,MK46 4EB,36670627,1597,01-Mar-21,Accommodation,0
1747,251,GU9 7NX,36670640,1747,01-Mar-21,Food,0
1747,251,GU9 7NX,36670641,1747,01-Mar-21,Drink,0
1747,251,GU9 7NX,36670642,1747,01-Mar-21,Accommodation,0
1614,251,SL5 8DR,36670655,1614,01-Mar-21,Food,0
1614,251,SL5 8DR,36670656,1614,01-Mar-21,Drink,0
1614,251,SL5 8DR,36670657,1614,01-Mar-21,Accommodation,0
1820,251,TW12 1NY,36670670,1820,01-Mar-21,Food,0
1820,251,TW12 1NY,36670671,1820,01-Mar-21,Drink,0
1820,251,TW12 1NY,36670672,1820,01-Mar-21,Accommodation,0
1746,251,HP16 0HJ,36670685,1746,01-Mar-21,Food,0
1746,251,HP16 0HJ,36670686,1746,01-Mar-21,Drink,0
1746,251,HP16 0HJ,36670687,1746,01-Mar-21,Accommodation,0
1589,250,SK2 6DG,36670700,1589,05-Mar-21,Food,301.14
1589,250,SK2 6DG,36670701,1589,05-Mar-21,Drink,347.92
1589,250,SK2 6DG,36670702,1589,05-Mar-21,Accommodation,0
1982,250,SK3 8TE,36670703,1982,05-Mar-21,Food,247.43
1982,250,SK3 8TE,36670704,1982,05-Mar-21,Drink,434.72
1982,250,SK3 8TE,36670705,1982,05-Mar-21,Accommodation,0
1625,256,LU7 2NN,36671780,1625,05-Mar-21,Food,662.46
1625,256,LU7 2NN,36671781,1625,05-Mar-21,Drink,0
1625,256,LU7 2NN,36671782,1625,05-Mar-21,Accommodation,0
1627,256,HP3 8PR,36671783,1627,05-Mar-21,Food,785.57
1627,256,HP3 8PR,36671784,1627,05-Mar-21,Drink,0
1627,256,HP3 8PR,36671785,1627,05-Mar-21,Accommodation,0
1626,256,MK3 5JB,36671786,1626,05-Mar-21,Food,531.47
1626,256,MK3 5JB,36671787,1626,05-Mar-21,Drink,0
1626,256,MK3 5JB,36671788,1626,05-Mar-21,Accommodation,0
1093,4,HG3 1BQ,36671789,1093,04-Mar-21,Food,9.17
1093,4,HG3 1BQ,36671790,1093,04-Mar-21,Drink,40.83
1093,4,HG3 1BQ,36671791,1093,04-Mar-21,Accommodation,0
1093,4,HG3 1BQ,36671792,1093,05-Mar-21,Food,50
1093,4,HG3 1BQ,36671793,1093,05-Mar-21,Drink,50
1093,4,HG3 1BQ,36671794,1093,05-Mar-21,Accommodation,0
1163,201,LS1 4JJ,36671798,1163,05-Mar-21,Food,975.02
1163,201,LS1 4JJ,36671799,1163,05-Mar-21,Drink,14.17
1163,201,LS1 4JJ,36671800,1163,05-Mar-21,Accommodation,0
1424,237,BS30 5JP,36671870,1424,05-Mar-21,Food,566.49
1424,237,BS30 5JP,36671871,1424,05-Mar-21,Drink,0
1424,237,BS30 5JP,36671872,1424,05-Mar-21,Accommodation,6.67
1403,230,E9 5EN,36671876,1403,05-Mar-21,Food,337.67
1403,230,E9 5EN,36671877,1403,05-Mar-21,Drink,4.17
1403,230,E9 5EN,36671878,1403,05-Mar-21,Accommodation,0
1839,297,CV32 6QP,36671882,1839,05-Mar-21,Food,4334.76
1839,297,CV32 6QP,36671883,1839,05-Mar-21,Drink,224.69
1839,297,CV32 6QP,36671884,1839,05-Mar-21,Accommodation,0
1992,329,SW15 2NA,36671888,1992,05-Mar-21,Food,1226.04
1992,329,SW15 2NA,36671889,1992,05-Mar-21,Drink,0
1992,329,SW15 2NA,36671890,1992,05-Mar-21,Accommodation,0
2000,119,TR21 0LL,36672359,2000,01-Mar-21,Food,0
2000,119,TR21 0LL,36672360,2000,01-Mar-21,Drink,0
2000,119,TR21 0LL,36672361,2000,01-Mar-21,Accommodation,0.01
2000,119,TR21 0LL,36672362,2000,02-Mar-21,Food,0
2000,119,TR21 0LL,36672363,2000,02-Mar-21,Drink,0
2000,119,TR21 0LL,36672364,2000,02-Mar-21,Accommodation,0.01
2000,119,TR21 0LL,36672365,2000,03-Mar-21,Food,0
2000,119,TR21 0LL,36672366,2000,03-Mar-21,Drink,0
2000,119,TR21 0LL,36672367,2000,03-Mar-21,Accommodation,0.01
2000,119,TR21 0LL,36672368,2000,04-Mar-21,Food,0
2000,119,TR21 0LL,36672369,2000,04-Mar-21,Drink,0
2000,119,TR21 0LL,36672370,2000,04-Mar-21,Accommodation,0.01
2000,119,TR21 0LL,36672371,2000,05-Mar-21,Food,0
2000,119,TR21 0LL,36672372,2000,05-Mar-21,Drink,0
2000,119,TR21 0LL,36672373,2000,05-Mar-21,Accommodation,0.01
2000,119,TR21 0LL,36672374,2000,06-Mar-21,Food,0
2000,119,TR21 0LL,36672375,2000,06-Mar-21,Drink,0
2000,119,TR21 0LL,36672376,2000,06-Mar-21,Accommodation,0.01
1551,242,BA1 5BR,36672836,1551,01-Mar-21,Food,0
1551,242,BA1 5BR,36672837,1551,01-Mar-21,Drink,0
1551,242,BA1 5BR,36672838,1551,01-Mar-21,Accommodation,0.01
1551,242,BA1 5BR,36672839,1551,02-Mar-21,Food,0
1551,242,BA1 5BR,36672840,1551,02-Mar-21,Drink,0
1551,242,BA1 5BR,36672841,1551,02-Mar-21,Accommodation,0.01
1551,242,BA1 5BR,36672842,1551,03-Mar-21,Food,0
1551,242,BA1 5BR,36672843,1551,03-Mar-21,Drink,0
1551,242,BA1 5BR,36672844,1551,03-Mar-21,Accommodation,0.01
1551,242,BA1 5BR,36672845,1551,04-Mar-21,Food,0
1551,242,BA1 5BR,36672846,1551,04-Mar-21,Drink,0
1551,242,BA1 5BR,36672847,1551,04-Mar-21,Accommodation,0.01
1551,242,BA1 5BR,36672848,1551,05-Mar-21,Food,0
1551,242,BA1 5BR,36672849,1551,05-Mar-21,Drink,0
1551,242,BA1 5BR,36672850,1551,05-Mar-21,Accommodation,0.01
1551,242,BA1 5BR,36672851,1551,06-Mar-21,Food,0
1551,242,BA1 5BR,36672852,1551,06-Mar-21,Drink,0
1551,242,BA1 5BR,36672853,1551,06-Mar-21,Accommodation,0.01
1559,246,NN2 6HT,36672953,1559,01-Mar-21,Food,188.05
1559,246,NN2 6HT,36672954,1559,01-Mar-21,Drink,0
1559,246,NN2 6HT,36672955,1559,01-Mar-21,Accommodation,0
1559,246,NN2 6HT,36672956,1559,02-Mar-21,Food,215.57
1559,246,NN2 6HT,36672957,1559,02-Mar-21,Drink,0
1559,246,NN2 6HT,36672958,1559,02-Mar-21,Accommodation,0
1559,246,NN2 6HT,36672959,1559,03-Mar-21,Food,342.53
1559,246,NN2 6HT,36672960,1559,03-Mar-21,Drink,0
1559,246,NN2 6HT,36672961,1559,03-Mar-21,Accommodation,0
1559,246,NN2 6HT,36672962,1559,04-Mar-21,Food,235.12
1559,246,NN2 6HT,36672963,1559,04-Mar-21,Drink,0
1559,246,NN2 6HT,36672964,1559,04-Mar-21,Accommodation,0
1559,246,NN2 6HT,36672965,1559,05-Mar-21,Food,706.67
1559,246,NN2 6HT,36672966,1559,05-Mar-21,Drink,0
