tbl_PhysicalSites.PhysicalSiteID,OrganisationID,PostCode,ActualSalesId,tbl_ActualSales.PhysicalSiteID,WorkDate,Type,ActualSalesValue
1783,281,NG1 1NN,25136608,1783,01-Mar-19,Food,651.75
1783,281,NG1 1NN,25136609,1783,01-Mar-19,Drink,1432.4
1783,281,NG1 1NN,25136610,1783,01-Mar-19,Accommodation,0
465,89,GU8 5HJ,25136638,465,01-Mar-19,Food,2747.2
465,89,GU8 5HJ,25136639,465,01-Mar-19,Drink,1784.24
465,89,GU8 5HJ,25136640,465,01-Mar-19,Accommodation,0
492,89,CH3 5AL,25136686,492,01-Mar-19,Food,1855.01
492,89,CH3 5AL,25136687,492,01-Mar-19,Drink,5114.99
492,89,CH3 5AL,25136688,492,01-Mar-19,Accommodation,0
493,89,TN3 0JA,25136731,493,01-Mar-19,Food,1714.39
493,89,TN3 0JA,25136732,493,01-Mar-19,Drink,1982.09
493,89,TN3 0JA,25136733,493,01-Mar-19,Accommodation,0
241,4,LS17 0DJ,25136737,241,01-Mar-19,Food,1818.54
241,4,LS17 0DJ,25136738,241,01-Mar-19,Drink,1430.46
241,4,LS17 0DJ,25136739,241,01-Mar-19,Accommodation,-100
1079,130,SE25 6EP,25136773,1079,01-Mar-19,Food,513.75
1079,130,SE25 6EP,25136774,1079,01-Mar-19,Drink,1462.42
1079,130,SE25 6EP,25136775,1079,01-Mar-19,Accommodation,0
1784,281,NG1 2AY,25136776,1784,01-Mar-19,Food,0
1784,281,NG1 2AY,25136777,1784,01-Mar-19,Drink,4878.7
1784,281,NG1 2AY,25136778,1784,01-Mar-19,Accommodation,0
494,89,CH3 6HJ,25136779,494,01-Mar-19,Food,3304.03
494,89,CH3 6HJ,25136780,494,01-Mar-19,Drink,1778
494,89,CH3 6HJ,25136781,494,01-Mar-19,Accommodation,0
495,89,SY1 1HH,25136842,495,01-Mar-19,Food,3389.85
495,89,SY1 1HH,25136843,495,01-Mar-19,Drink,3026.3
495,89,SY1 1HH,25136844,495,01-Mar-19,Accommodation,0
1057,113,SE8 4EJ,25136851,1057,01-Mar-19,Food,411.67
1057,113,SE8 4EJ,25136852,1057,01-Mar-19,Drink,1097.02
1057,113,SE8 4EJ,25136853,1057,01-Mar-19,Accommodation,0
496,89,CW6 9PH,25136902,496,01-Mar-19,Food,1550.22
496,89,CW6 9PH,25136903,496,01-Mar-19,Drink,1049.33
496,89,CW6 9PH,25136904,496,01-Mar-19,Accommodation,0
497,89,CH7 6LR,25136941,497,01-Mar-19,Food,4854.26
497,89,CH7 6LR,25136942,497,01-Mar-19,Drink,3261.67
497,89,CH7 6LR,25136943,497,01-Mar-19,Accommodation,0
498,89,LL13 0DR,25136989,498,01-Mar-19,Food,2318.01
498,89,LL13 0DR,25136990,498,01-Mar-19,Drink,1250.5
498,89,LL13 0DR,25136991,498,01-Mar-19,Accommodation,0
499,89,LL20 8PN,25137051,499,01-Mar-19,Food,3768.77
499,89,LL20 8PN,25137053,499,01-Mar-19,Drink,2865.89
499,89,LL20 8PN,25137054,499,01-Mar-19,Accommodation,0
925,130,SE8 4NS,25137067,925,01-Mar-19,Food,549.17
925,130,SE8 4NS,25137068,925,01-Mar-19,Drink,2482.88
925,130,SE8 4NS,25137069,925,01-Mar-19,Accommodation,0
500,89,LL29 6DD,25137133,500,01-Mar-19,Food,3283.86
500,89,LL29 6DD,25137134,500,01-Mar-19,Drink,1998.58
500,89,LL29 6DD,25137135,500,01-Mar-19,Accommodation,0
501,89,SY13 4AT,25137172,501,01-Mar-19,Food,2231.44
501,89,SY13 4AT,25137173,501,01-Mar-19,Drink,1176.32
501,89,SY13 4AT,25137174,501,01-Mar-19,Accommodation,0
502,89,TF10 9LQ,25137217,502,01-Mar-19,Food,3651.75
502,89,TF10 9LQ,25137218,502,01-Mar-19,Drink,2024.73
502,89,TF10 9LQ,25137219,502,01-Mar-19,Accommodation,0
503,89,CW3 9BJ,25137259,503,01-Mar-19,Food,3588.69
503,89,CW3 9BJ,25137260,503,01-Mar-19,Drink,1627.64
503,89,CW3 9BJ,25137261,503,01-Mar-19,Accommodation,0
504,89,SK11 0HE,25137298,504,01-Mar-19,Food,3435.33
504,89,SK11 0HE,25137299,504,01-Mar-19,Drink,2234.48
504,89,SK11 0HE,25137300,504,01-Mar-19,Accommodation,0
505,89,TN13 1SG,25137340,505,01-Mar-19,Food,2230.61
505,89,TN13 1SG,25137341,505,01-Mar-19,Drink,2020.54
505,89,TN13 1SG,25137342,505,01-Mar-19,Accommodation,0
506,89,TN3 9JR,25137373,506,01-Mar-19,Food,2706.54
506,89,TN3 9JR,25137374,506,01-Mar-19,Drink,1147.74
506,89,TN3 9JR,25137375,506,01-Mar-19,Accommodation,0
926,130,SE11 4RS,25137403,926,01-Mar-19,Food,421.25
926,130,SE11 4RS,25137404,926,01-Mar-19,Drink,3925.17
926,130,SE11 4RS,25137405,926,01-Mar-19,Accommodation,0
507,89,CW11 1AL,25137415,507,01-Mar-19,Food,2395.13
507,89,CW11 1AL,25137416,507,01-Mar-19,Drink,1809.98
507,89,CW11 1AL,25137417,507,01-Mar-19,Accommodation,0
508,89,OX13 5PX,25137457,508,01-Mar-19,Food,3244.66
508,89,OX13 5PX,25137458,508,01-Mar-19,Drink,1317.04
508,89,OX13 5PX,25137459,508,01-Mar-19,Accommodation,0
509,89,UB9 6HJ,25137496,509,01-Mar-19,Food,2786.41
509,89,UB9 6HJ,25137497,509,01-Mar-19,Drink,1785.53
509,89,UB9 6HJ,25137498,509,01-Mar-19,Accommodation,0
510,89,WA4 2SX,25137553,510,01-Mar-19,Food,3428.95
510,89,WA4 2SX,25137554,510,01-Mar-19,Drink,2637.25
510,89,WA4 2SX,25137558,510,01-Mar-19,Accommodation,0
511,89,M15 4ST,25137595,511,01-Mar-19,Food,2054.47
511,89,M15 4ST,25137596,511,01-Mar-19,Drink,4310.69
511,89,M15 4ST,25137597,511,01-Mar-19,Accommodation,0
512,89,CH1 2NX,25137643,512,01-Mar-19,Food,3724
512,89,CH1 2NX,25137644,512,01-Mar-19,Drink,3969.33
512,89,CH1 2NX,25137645,512,01-Mar-19,Accommodation,0
513,89,TF8 7JF,25137694,513,01-Mar-19,Food,2661.72
513,89,TF8 7JF,25137695,513,01-Mar-19,Drink,1414.68
513,89,TF8 7JF,25137696,513,01-Mar-19,Accommodation,0
514,89,SK10 4QH,25137763,514,01-Mar-19,Food,1965.36
514,89,SK10 4QH,25137764,514,01-Mar-19,Drink,1235.7
514,89,SK10 4QH,25137765,514,01-Mar-19,Accommodation,0
515,89,L37 0AB,25137805,515,01-Mar-19,Food,3493.31
515,89,L37 0AB,25137806,515,01-Mar-19,Drink,1602.73
515,89,L37 0AB,25137807,515,01-Mar-19,Accommodation,0
516,89,WV6 7EQ,25137856,516,01-Mar-19,Food,2451.02
516,89,WV6 7EQ,25137857,516,01-Mar-19,Drink,1213.1
516,89,WV6 7EQ,25137858,516,01-Mar-19,Accommodation,0
517,89,M28 2QT,25137898,517,01-Mar-19,Food,2587.48
517,89,M28 2QT,25137899,517,01-Mar-19,Drink,3754.26
517,89,M28 2QT,25137900,517,01-Mar-19,Accommodation,0
518,89,TW20 0HN,25137940,518,01-Mar-19,Food,1068.44
518,89,TW20 0HN,25137941,518,01-Mar-19,Drink,1008.49
518,89,TW20 0HN,25137942,518,01-Mar-19,Accommodation,0
521,89,KT8 9BN,25138000,521,01-Mar-19,Food,1906.45
521,89,KT8 9BN,25138001,521,01-Mar-19,Drink,2237.32
521,89,KT8 9BN,25138002,521,01-Mar-19,Accommodation,0
522,89,GU5 9LB,25138027,522,01-Mar-19,Food,1084.21
522,89,GU5 9LB,25138028,522,01-Mar-19,Drink,1284.93
522,89,GU5 9LB,25138029,522,01-Mar-19,Accommodation,0
1093,4,HG3 1BQ,25138054,1093,01-Mar-19,Food,1323.96
1093,4,HG3 1BQ,25138055,1093,01-Mar-19,Drink,1709.17
1093,4,HG3 1BQ,25138056,1093,01-Mar-19,Accommodation,810.85
523,89,RG29 1ET,25138069,523,01-Mar-19,Food,3910.39
523,89,RG29 1ET,25138070,523,01-Mar-19,Drink,2347.46
523,89,RG29 1ET,25138071,523,01-Mar-19,Accommodation,0
524,89,GU24 8AA,25138114,524,01-Mar-19,Food,1913.05
524,89,GU24 8AA,25138115,524,01-Mar-19,Drink,1581.22
524,89,GU24 8AA,25138116,524,01-Mar-19,Accommodation,0
525,89,RG27 0RR,25138147,525,01-Mar-19,Food,2055.18
525,89,RG27 0RR,25138148,525,01-Mar-19,Drink,1062.91
525,89,RG27 0RR,25138149,525,01-Mar-19,Accommodation,0
928,130,N4 4AU,25138156,928,01-Mar-19,Food,345.92
928,130,N4 4AU,25138157,928,01-Mar-19,Drink,3296.88
928,130,N4 4AU,25138158,928,01-Mar-19,Accommodation,0
527,89,WD3 6AS,25138183,527,01-Mar-19,Food,1449.98
527,89,WD3 6AS,25138184,527,01-Mar-19,Drink,1660.03
527,89,WD3 6AS,25138185,527,01-Mar-19,Accommodation,0
528,89,RG10 9SB,25138225,528,01-Mar-19,Food,3275.42
528,89,RG10 9SB,25138226,528,01-Mar-19,Drink,1368.04
528,89,RG10 9SB,25138227,528,01-Mar-19,Accommodation,0
529,89,IG7 6ET,25138264,529,01-Mar-19,Food,3038.69
529,89,IG7 6ET,25138265,529,01-Mar-19,Drink,3412.61
529,89,IG7 6ET,25138266,529,01-Mar-19,Accommodation,0
531,89,SO40 2NP,25138309,531,01-Mar-19,Food,1858.3
531,89,SO40 2NP,25138310,531,01-Mar-19,Drink,1051.79
531,89,SO40 2NP,25138311,531,01-Mar-19,Accommodation,0
532,89,CM3 8HT,25138348,532,01-Mar-19,Food,2218.37
532,89,CM3 8HT,25138349,532,01-Mar-19,Drink,1137.67
532,89,CM3 8HT,25138350,532,01-Mar-19,Accommodation,0
533,89,RG7 5SH,25138393,533,01-Mar-19,Food,2743.58
533,89,RG7 5SH,25138394,533,01-Mar-19,Drink,1621.16
533,89,RG7 5SH,25138395,533,01-Mar-19,Accommodation,0
534,89,CT2 0DB,25138424,534,01-Mar-19,Food,1307.31
534,89,CT2 0DB,25138426,534,01-Mar-19,Drink,1320.45
534,89,CT2 0DB,25138428,534,01-Mar-19,Accommodation,0
535,89,RG27 8JU,25138453,535,01-Mar-19,Food,1780.01
535,89,RG27 8JU,25138454,535,01-Mar-19,Drink,749.71
535,89,RG27 8JU,25138455,535,01-Mar-19,Accommodation,0
536,89,CR5 3QW,25138495,536,01-Mar-19,Food,1475.72
536,89,CR5 3QW,25138496,536,01-Mar-19,Drink,1895.63
536,89,CR5 3QW,25138497,536,01-Mar-19,Accommodation,0
929,130,E14 9RP,25138498,929,01-Mar-19,Food,1003.75
929,130,E14 9RP,25138499,929,01-Mar-19,Drink,4347.96
929,130,E14 9RP,25138500,929,01-Mar-19,Accommodation,0
537,89,EN5 4SG,25138534,537,01-Mar-19,Food,1353.49
537,89,EN5 4SG,25138535,537,01-Mar-19,Drink,1201.57
537,89,EN5 4SG,25138536,537,01-Mar-19,Accommodation,0
539,89,RG4 7UG,25138570,539,01-Mar-19,Food,1884.02
539,89,RG4 7UG,25138571,539,01-Mar-19,Drink,1195.93
539,89,RG4 7UG,25138572,539,01-Mar-19,Accommodation,0
550,89,BB7 9PQ,25138612,550,01-Mar-19,Food,2251.65
550,89,BB7 9PQ,25138613,550,01-Mar-19,Drink,1156.36
550,89,BB7 9PQ,25138614,550,01-Mar-19,Accommodation,0
572,89,WS15 4QF,25138660,572,01-Mar-19,Food,1910.45
572,89,WS15 4QF,25138661,572,01-Mar-19,Drink,1331.65
572,89,WS15 4QF,25138662,572,01-Mar-19,Accommodation,0
610,89,LL12 8TY,25138702,610,01-Mar-19,Food,4096.2
610,89,LL12 8TY,25138703,610,01-Mar-19,Drink,2430.13
610,89,LL12 8TY,25138704,610,01-Mar-19,Accommodation,0
931,130,SE27 9AF,25138765,931,01-Mar-19,Food,480
931,130,SE27 9AF,25138766,931,01-Mar-19,Drink,1755.38
931,130,SE27 9AF,25138767,931,01-Mar-19,Accommodation,0
612,89,CH64 7TL,25138768,612,01-Mar-19,Food,5620.02
612,89,CH64 7TL,25138769,612,01-Mar-19,Drink,2988.83
612,89,CH64 7TL,25138770,612,01-Mar-19,Accommodation,857.04
649,89,CW10 9JP,25138813,649,01-Mar-19,Food,2646.62
649,89,CW10 9JP,25138814,649,01-Mar-19,Drink,1466.98
649,89,CW10 9JP,25138815,649,01-Mar-19,Accommodation,0
600,113,SE27 0HS,25138837,600,01-Mar-19,Food,511.88
600,113,SE27 0HS,25138838,600,01-Mar-19,Drink,2540.22
600,113,SE27 0HS,25138839,600,01-Mar-19,Accommodation,0
828,89,OX17 1JJ,25138879,828,01-Mar-19,Food,3925.1
828,89,OX17 1JJ,25138880,828,01-Mar-19,Drink,2103.14
828,89,OX17 1JJ,25138881,828,01-Mar-19,Accommodation,0
829,89,RH3 7BG,25138915,829,01-Mar-19,Food,3444.11
829,89,RH3 7BG,25138916,829,01-Mar-19,Drink,1442.7
829,89,RH3 7BG,25138917,829,01-Mar-19,Accommodation,0
923,89,ST19 9BQ,25138954,923,01-Mar-19,Food,3340.62
923,89,ST19 9BQ,25138955,923,01-Mar-19,Drink,1535.3
923,89,ST19 9BQ,25138956,923,01-Mar-19,Accommodation,0
975,89,AL3 6JZ,25138996,975,01-Mar-19,Food,3614.04
975,89,AL3 6JZ,25138997,975,01-Mar-19,Drink,1750.19
975,89,AL3 6JZ,25138998,975,01-Mar-19,Accommodation,0
1058,89,PR2 5SQ,25139038,1058,01-Mar-19,Food,2351.65
1058,89,PR2 5SQ,25139039,1058,01-Mar-19,Drink,1290.23
1058,89,PR2 5SQ,25139040,1058,01-Mar-19,Accommodation,0
1080,89,B15 3DH,25139080,1080,01-Mar-19,Food,3665.12
1080,89,B15 3DH,25139081,1080,01-Mar-19,Drink,3998.9
1080,89,B15 3DH,25139082,1080,01-Mar-19,Accommodation,0
1159,89,RH6 0ET,25139125,1159,01-Mar-19,Food,3249.15
1159,89,RH6 0ET,25139126,1159,01-Mar-19,Drink,1702.91
1159,89,RH6 0ET,25139127,1159,01-Mar-19,Accommodation,0
1200,89,LL16 4DA,25139155,1200,01-Mar-19,Food,4062.45
1200,89,LL16 4DA,25139156,1200,01-Mar-19,Drink,2185.63
1200,89,LL16 4DA,25139157,1200,01-Mar-19,Accommodation,0
1414,89,RH8 9PE,25139191,1414,01-Mar-19,Food,2626.82
1414,89,RH8 9PE,25139192,1414,01-Mar-19,Drink,1922.65
1414,89,RH8 9PE,25139193,1414,01-Mar-19,Accommodation,0
1574,89,GL50 1HB,25139233,1574,01-Mar-19,Food,2521.45
1574,89,GL50 1HB,25139234,1574,01-Mar-19,Drink,2250.56
1574,89,GL50 1HB,25139235,1574,01-Mar-19,Accommodation,0
1714,89,BB7 9PQ,25139275,1714,01-Mar-19,Food,1355.26
1714,89,BB7 9PQ,25139276,1714,01-Mar-19,Drink,401.06
1714,89,BB7 9PQ,25139277,1714,01-Mar-19,Accommodation,0
1715,89,LA6 2RJ,25139314,1715,01-Mar-19,Food,1586.63
1715,89,LA6 2RJ,25139315,1715,01-Mar-19,Drink,655.36
1715,89,LA6 2RJ,25139316,1715,01-Mar-19,Accommodation,0
1716,89,BB2 6QB,25139356,1716,01-Mar-19,Food,2462.27
1716,89,BB2 6QB,25139357,1716,01-Mar-19,Drink,1592.61
1716,89,BB2 6QB,25139358,1716,01-Mar-19,Accommodation,0
1718,89,BD23 3AE,25139380,1718,01-Mar-19,Food,1618.34
1718,89,BD23 3AE,25139381,1718,01-Mar-19,Drink,686.45
1718,89,BD23 3AE,25139382,1718,01-Mar-19,Accommodation,0
1176,113,SE25 4PT,25139422,1176,01-Mar-19,Food,344.5
1176,113,SE25 4PT,25139423,1176,01-Mar-19,Drink,1169.57
1176,113,SE25 4PT,25139424,1176,01-Mar-19,Accommodation,0
1759,89,B49 5NL,25139425,1759,01-Mar-19,Food,4257.94
1759,89,B49 5NL,25139426,1759,01-Mar-19,Drink,3035.24
1759,89,B49 5NL,25139427,1759,01-Mar-19,Accommodation,175
1774,89,HP9 2JD,25139470,1774,01-Mar-19,Food,2631.42
1774,89,HP9 2JD,25139471,1774,01-Mar-19,Drink,2754.14
1774,89,HP9 2JD,25139472,1774,01-Mar-19,Accommodation,0
1808,89,B95 5EE,25139524,1808,01-Mar-19,Food,1774.92
1808,89,B95 5EE,25139525,1808,01-Mar-19,Drink,989.31
1808,89,B95 5EE,25139526,1808,01-Mar-19,Accommodation,0
1826,89,RH5 5RZ,25139596,1826,01-Mar-19,Food,4837.39
1826,89,RH5 5RZ,25139597,1826,01-Mar-19,Drink,3184.28
1826,89,RH5 5RZ,25139598,1826,01-Mar-19,Accommodation,0
1055,185,PE10 9AB,25139623,1055,01-Mar-19,Food,298.52
1055,185,PE10 9AB,25139624,1055,01-Mar-19,Drink,2332.08
1055,185,PE10 9AB,25139625,1055,01-Mar-19,Accommodation,0
1169,207,CV32 4AG,25139725,1169,01-Mar-19,Food,500
1169,207,CV32 4AG,25139726,1169,01-Mar-19,Drink,5042.79
1169,207,CV32 4AG,25139727,1169,01-Mar-19,Accommodation,0
1051,185,PE9 2BE,25139776,1051,01-Mar-19,Food,1501.74
1051,185,PE9 2BE,25139777,1051,01-Mar-19,Drink,2212.29
1051,185,PE9 2BE,25139778,1051,01-Mar-19,Accommodation,0
1050,185,PE10 9AE,25139926,1050,01-Mar-19,Food,1780.22
1050,185,PE10 9AE,25139927,1050,01-Mar-19,Drink,3284.38
1050,185,PE10 9AE,25139928,1050,01-Mar-19,Accommodation,0
1052,185,NG24 1AW,25140052,1052,01-Mar-19,Food,1362.54
1052,185,NG24 1AW,25140053,1052,01-Mar-19,Drink,2827.48
1052,185,NG24 1AW,25140054,1052,01-Mar-19,Accommodation,0
1053,185,LE15 6DT,25140184,1053,01-Mar-19,Food,1643.28
1053,185,LE15 6DT,25140185,1053,01-Mar-19,Drink,2076.46
1053,185,LE15 6DT,25140186,1053,01-Mar-19,Accommodation,0
1523,224,OX26 6LP,25140385,1523,01-Mar-19,Food,0
1523,224,OX26 6LP,25140386,1523,01-Mar-19,Drink,1818.05
1523,224,OX26 6LP,25140387,1523,01-Mar-19,Accommodation,0
1529,185,PE9 2AG,25140505,1529,01-Mar-19,Food,1096.38
1529,185,PE9 2AG,25140506,1529,01-Mar-19,Drink,2712.36
1529,185,PE9 2AG,25140507,1529,01-Mar-19,Accommodation,0
1524,224,EN5 4BW,25140595,1524,01-Mar-19,Food,558.61
1524,224,EN5 4BW,25140596,1524,01-Mar-19,Drink,3622.24
1524,224,EN5 4BW,25140597,1524,01-Mar-19,Accommodation,0
1163,201,LS1 4JJ,25140640,1163,01-Mar-19,Food,2279.81
1163,201,LS1 4JJ,25140641,1163,01-Mar-19,Drink,1376.75
1163,201,LS1 4JJ,25140642,1163,01-Mar-19,Accommodation,0
961,130,SW12 8QX,25140796,961,01-Mar-19,Food,617.92
961,130,SW12 8QX,25140797,961,01-Mar-19,Drink,4470.96
961,130,SW12 8QX,25140798,961,01-Mar-19,Accommodation,0
963,130,SW2 1DF,25141396,963,01-Mar-19,Food,327.08
963,130,SW2 1DF,25141397,963,01-Mar-19,Drink,3678.96
963,130,SW2 1DF,25141398,963,01-Mar-19,Accommodation,0
964,130,SE9 5DQ,25141636,964,01-Mar-19,Food,157.92
964,130,SE9 5DQ,25141637,964,01-Mar-19,Drink,2517.33
964,130,SE9 5DQ,25141638,964,01-Mar-19,Accommodation,0
965,130,SE20 7TJ,25141906,965,01-Mar-19,Food,334.17
965,130,SE20 7TJ,25141907,965,01-Mar-19,Drink,1519.75
965,130,SE20 7TJ,25141908,965,01-Mar-19,Accommodation,0
1139,194,W1F 0DF,25142125,1139,01-Mar-19,Food,8333.8
1139,194,W1F 0DF,25142126,1139,01-Mar-19,Drink,3812.96
1139,194,W1F 0DF,25142127,1139,01-Mar-19,Accommodation,0
1384,194,EC2R 7HJ,25142272,1384,01-Mar-19,Food,6441.31
1384,194,EC2R 7HJ,25142273,1384,01-Mar-19,Drink,3349.15
1384,194,EC2R 7HJ,25142274,1384,01-Mar-19,Accommodation,0
1641,194,WC2H 9FA,25142356,1641,01-Mar-19,Food,4081.62
1641,194,WC2H 9FA,25142357,1641,01-Mar-19,Drink,2734.22
1641,194,WC2H 9FA,25142358,1641,01-Mar-19,Accommodation,0
1142,196,E8 3RH,25142491,1142,01-Mar-19,Food,1526.67
1142,196,E8 3RH,25142492,1142,01-Mar-19,Drink,4568.36
1142,196,E8 3RH,25142493,1142,01-Mar-19,Accommodation,0
1429,196,SW9 8BQ,25142662,1429,01-Mar-19,Food,3128.12
1429,196,SW9 8BQ,25142663,1429,01-Mar-19,Drink,8986.62
1429,196,SW9 8BQ,25142664,1429,01-Mar-19,Accommodation,0
1768,196,SW9 8BA,25142710,1768,01-Mar-19,Food,1467.35
1768,196,SW9 8BA,25142711,1768,01-Mar-19,Drink,1502.23
1768,196,SW9 8BA,25142712,1768,01-Mar-19,Accommodation,0
563,108,BS5 9HT,25142887,563,01-Mar-19,Food,621
563,108,BS5 9HT,25142888,563,01-Mar-19,Drink,677.83
563,108,BS5 9HT,25142889,563,01-Mar-19,Accommodation,0
565,108,BS3 4HL,25142992,565,01-Mar-19,Food,555.02
565,108,BS3 4HL,25142993,565,01-Mar-19,Drink,401.3
565,108,BS3 4HL,25142994,565,01-Mar-19,Accommodation,0
566,108,BS7 8TZ,25143082,566,01-Mar-19,Food,233.29
566,108,BS7 8TZ,25143083,566,01-Mar-19,Drink,489.58
566,108,BS7 8TZ,25143084,566,01-Mar-19,Accommodation,0
567,108,BS4 3PH,25143217,567,01-Mar-19,Food,703.5
567,108,BS4 3PH,25143218,567,01-Mar-19,Drink,1056.9
567,108,BS4 3PH,25143219,567,01-Mar-19,Accommodation,0
564,108,SN13 0HL,25143289,564,01-Mar-19,Food,408.5
564,108,SN13 0HL,25143290,564,01-Mar-19,Drink,594.59
564,108,SN13 0HL,25143291,564,01-Mar-19,Accommodation,0
657,108,BS31 1DS,25143367,657,01-Mar-19,Food,756.12
657,108,BS31 1DS,25143368,657,01-Mar-19,Drink,820.54
657,108,BS31 1DS,25143369,657,01-Mar-19,Accommodation,0
727,108,BS16 3UP,25143472,727,01-Mar-19,Food,711.67
727,108,BS16 3UP,25143473,727,01-Mar-19,Drink,525.75
727,108,BS16 3UP,25143474,727,01-Mar-19,Accommodation,0
1625,256,LU7 2NN,25143697,1625,01-Mar-19,Food,1159.09
1625,256,LU7 2NN,25143698,1625,01-Mar-19,Drink,287.6
1625,256,LU7 2NN,25143699,1625,01-Mar-19,Accommodation,0
1362,108,SN15 2BB,25143769,1362,01-Mar-19,Food,563.92
1362,108,SN15 2BB,25143770,1362,01-Mar-19,Drink,1008.08
1362,108,SN15 2BB,25143771,1362,01-Mar-19,Accommodation,0
966,130,SW17 9NA,25143955,966,01-Mar-19,Food,709.92
966,130,SW17 9NA,25143956,966,01-Mar-19,Drink,4224.17
966,130,SW17 9NA,25143957,966,01-Mar-19,Accommodation,0
706,132,LE8 9GF,25144138,706,01-Mar-19,Food,790.46
706,132,LE8 9GF,25144139,706,01-Mar-19,Drink,2272.92
706,132,LE8 9GF,25144140,706,01-Mar-19,Accommodation,50
967,130,SE18 6AB,25144159,967,01-Mar-19,Food,385.92
967,130,SE18 6AB,25144160,967,01-Mar-19,Drink,3049.67
967,130,SE18 6AB,25144161,967,01-Mar-19,Accommodation,0
968,130,SE16 4SQ,25144432,968,01-Mar-19,Food,715.83
968,130,SE16 4SQ,25144433,968,01-Mar-19,Drink,3882.42
968,130,SE16 4SQ,25144434,968,01-Mar-19,Accommodation,0
969,130,E3 3LL,25144702,969,01-Mar-19,Food,482.08
969,130,E3 3LL,25144703,969,01-Mar-19,Drink,2190.04
969,130,E3 3LL,25144704,969,01-Mar-19,Accommodation,0
1002,130,SE12 0DU,25144921,1002,01-Mar-19,Food,446.21
1002,130,SE12 0DU,25144922,1002,01-Mar-19,Drink,2384.79
1002,130,SE12 0DU,25144923,1002,01-Mar-19,Accommodation,0
1040,130,SW17 9NA,25145296,1040,01-Mar-19,Food,0
1040,130,SW17 9NA,25145297,1040,01-Mar-19,Drink,4117.29
1040,130,SW17 9NA,25145298,1040,01-Mar-19,Accommodation,0
1444,228,LS1 6DT,25145329,1444,01-Mar-19,Food,1333.02
1444,228,LS1 6DT,25145331,1444,01-Mar-19,Drink,17428.86
1444,228,LS1 6DT,25145333,1444,01-Mar-19,Accommodation,20.83
1472,228,M1 5LH,25145422,1472,01-Mar-19,Food,873.29
1472,228,M1 5LH,25145423,1472,01-Mar-19,Drink,12501.37
1472,228,M1 5LH,25145424,1472,01-Mar-19,Accommodation,73.33
1014,130,SW17 9NA,25145431,1014,01-Mar-19,Food,550
1014,130,SW17 9NA,25145432,1014,01-Mar-19,Drink,5177.83
1014,130,SW17 9NA,25145433,1014,01-Mar-19,Accommodation,0
1488,228,CH1 1HD,25145509,1488,01-Mar-19,Food,617.82
1488,228,CH1 1HD,25145510,1488,01-Mar-19,Drink,4103.42
1488,228,CH1 1HD,25145511,1488,01-Mar-19,Accommodation,0
1006,130,E8 3DF,25145569,1006,01-Mar-19,Food,0
1006,130,E8 3DF,25145570,1006,01-Mar-19,Drink,3267.96
1006,130,E8 3DF,25145571,1006,01-Mar-19,Accommodation,0
1463,228,SK9 1HY,25145590,1463,01-Mar-19,Food,676.33
1463,228,SK9 1HY,25145591,1463,01-Mar-19,Drink,5473.2
1463,228,SK9 1HY,25145592,1463,01-Mar-19,Accommodation,1.67
1454,228,FY1 1EZ,25145680,1454,01-Mar-19,Food,891.32
1454,228,FY1 1EZ,25145681,1454,01-Mar-19,Drink,6191.6
1454,228,FY1 1EZ,25145682,1454,01-Mar-19,Accommodation,31.67
1426,228,M1 5WH,25145767,1426,01-Mar-19,Food,544.9
1426,228,M1 5WH,25145768,1426,01-Mar-19,Drink,5847.39
1426,228,M1 5WH,25145769,1426,01-Mar-19,Accommodation,88.33
1019,130,N16 8EL,25145788,1019,01-Mar-19,Food,343.33
1019,130,N16 8EL,25145789,1019,01-Mar-19,Drink,2495.83
1019,130,N16 8EL,25145790,1019,01-Mar-19,Accommodation,0
1427,228,NG1 3AJ,25145863,1427,01-Mar-19,Food,475.42
1427,228,NG1 3AJ,25145864,1427,01-Mar-19,Drink,6459.36
1427,228,NG1 3AJ,25145865,1427,01-Mar-19,Accommodation,73.33
1041,130,SW2 1JF,25145950,1041,01-Mar-19,Food,1247.67
1041,130,SW2 1JF,25145951,1041,01-Mar-19,Drink,5641.46
1041,130,SW2 1JF,25145952,1041,01-Mar-19,Accommodation,0
1431,228,TQ2 5DZ,25146019,1431,01-Mar-19,Food,765.88
1431,228,TQ2 5DZ,25146020,1431,01-Mar-19,Drink,3887.3
1431,228,TQ2 5DZ,25146021,1431,01-Mar-19,Accommodation,18.33
1432,228,BT1 4GQ,25146133,1432,01-Mar-19,Food,2024.51
1432,228,BT1 4GQ,25146134,1432,01-Mar-19,Drink,16082.14
1432,228,BT1 4GQ,25146135,1432,01-Mar-19,Accommodation,0
1627,256,HP3 8PR,25146169,1627,01-Mar-19,Food,2396.79
1627,256,HP3 8PR,25146170,1627,01-Mar-19,Drink,772.96
1627,256,HP3 8PR,25146171,1627,01-Mar-19,Accommodation,0
1434,228,SS1 1LU,25146274,1434,01-Mar-19,Food,991.49
1434,228,SS1 1LU,25146275,1434,01-Mar-19,Drink,10545.79
1434,228,SS1 1LU,25146276,1434,01-Mar-19,Accommodation,136.67
1436,228,G2 1LU,25146379,1436,01-Mar-19,Food,1292.32
1436,228,G2 1LU,25146380,1436,01-Mar-19,Drink,8699.62
